id,text,category
781,off-colour gardener storms to win britain s jason gardener shook off an upset stomach to win the 60m at sunday s leipzig international meeting.  gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of germany s marc blume  who crossed the line in 6.67 secs. the world indoor champion said:  i got to the airport and my stomach was upset and i was vomiting. i almost went home.  i felt a little better sunday morning but decided i d only run in the main race. then everything went perfectly.  gardener  part of the great britain 4x100m quartet that won gold at the athens olympics  will now turn his attention to next weekend s norwich union european indoor trials in sheffield.   given i am still off-colour i know there is plenty more in the tank and i expect to get faster in the next few weeks   he said.  it s just a case of chipping away as i have done in previous years and the results will come.  scotland s ian mackie was also in action in leipzig. he stepped down from his favoured 400m to 200m to finish third in 21.72 secs. germany s alexander kosenkow won the race in 21.07 secs with dutchman patrick van balkom second in 21.58 secs. there were plenty of other senior british athletes showing their indoor form over the weekend. promising 60m hurdler  clocked a new uk record of 7.98 seconds at a meeting in norway. the 24-year-old reached the mark in her heat but had to settle for joint first place with former aaa champion diane allahgreen in the final.    who broke onto the international scene at the olympic games last season  set an indoor personal best of 16.50m in the triple jump at a meeting in ghent. that leap - 37cm short of brazilian winner jadel gregorio s effort - was good enough to qualify for the european indoor championships. at the same meeting   finished third in 7.27 seconds in a high-class women s 60m. the event was won by european medal favourite christine arron of france while belgium rival kim gevaert was second. britain s joice maduaka finished fifth in 7.35. olympic bronze heptathlon medallist  made a low-key return to action at an indoor meeting in birmingham. the 28-year-old cleared 1.76m to win the high jump and threw 13.86m in the women s shot put.,sport
782,housewives lift channel 4 ratings the debut of us television hit desperate housewives has helped lift channel 4 s january audience share by 12% compared to last year.  other successes such as celebrity big brother and the simpsons have enabled the broadcaster to surpass bbc two for the first month since last july. bbc two s share of the audience fell from 11.2% to 9.6% last month in comparison with january 2004. celebrity big brother attracted fewer viewers than its 2002 series.  comedy drama desperate housewives managed to pull in five million viewers at one point during its run to date  attracting a quarter of the television audience. the two main television channels  bbc1 and itv1  have both seen their monthly audience share decline in a year on year comparison for january  while five s proportion remained the same at a slender 6.3%. digital multi-channel tv is continuing to be the strongest area of growth  with the bbc reporting freeview box ownership of five million  including one million sales in the last portion of 2004. its share of the audience soared by 20% in january 2005 compared with last year  and currently stands at an average of 28.6%.,entertainment
783,band aid 20 single storms to no 1 the new version of the band aid song do they know it s christmas  has gone straight in at number one in the uk singles chart.  the charity record is also tipped to be this year s christmas number one. it features vocals from the likes of chris martin  dido  robbie williams and the sugababes. the original version - which was the christmas number one in 1984 - sold 750 000 copies in its first week and 3.5 million in total. it was released in the us  and reached number 13 in the singles chart. however  band aid 20 is not going to be released in the us  despite being sold in many countries around the world. us record shops are stocking an import version of do they know it s christmas  which is said to be selling very well in los angeles and new york.  british stars who appear on the current recording  such as dido and coldplay s chris martin  are well known to music fans across the atlantic  along with u2 frontman bono. record company universal is responsible for the global distribution of the single  which will be available across europe  asia  south america and canada. but music fans in the us are still able to access the song and download it on band aid 20 s official website. in 1985  a group of high-profile american stars known as usa for africa came together to record their own fund-raising single  we are the world. the song was written by lionel richie and michael jackson  with quincy jones as producer.  it topped the us charts for three weeks and went on win grammy awards for best record and song. dionne warwick  diana ross and tina turner were among the line-up of performers. proceeds from the sales of the band aid 20 single will go towards aid relief in africa  in countries such as ethiopia and sudan. the money raised will also be used to help combat hiv and aids across the continent. the band aid trust which was set up 20 years ago  when the original single was released  handed out $144m (£75m) to famine relief projects across africa between january 1985 and november 2004.,entertainment
784,film production  falls  40% in uk the number of british films produced in the uk fell 40% in 2004  with movies starring johnny depp and jude law among those affected  screen daily has said.  twenty-seven british films were made in the uk last year following a drop in funding  compared with 45 in 2003  according to the trade weekly. it attributed the drop to tighter tax laws and reduced funding from sources such as the national lottery. uk and us co-productions in britain fell from 102 in 2003 to 81 last year.  last year the government closed tax loopholes that many film investors had taken advantage of to fund films in the uk. several projects were shelved as they faced the implications of this clampdown  coupled with the reduction in movie funding from traditional sources including the lottery and miramax films. shooting on period drama tulip fever  which was to star jude law and keira knightley  was postponed indefinitely while shooting of the libertine starring johnny depp was moved to the isle of man.   there isn t anything coming in to replace (the funds)   said the libertine s executive producer marc samuelson.  we are in a hiatus.  films with  medium  budgets of up to £9m  a similar level to box office hits vera drake  calendar girls and enduring love  are expected to be worst hit by the tax clampdown. the strength of the pound against the dollar is expected to have resulted in a fall in the number of us films shot in the uk during 2004  screen international added. big budget co-productions  such as the harry potter series  continued to be shot in the uk  however. the uk film council said the drop was partly due to 2003 being an especially good year for british film production  when bridget jones: the edge of reason  wimbledon and thunderbirds were all filmed in the uk.   the drop was expected as there was no way 2003 s record level of production could be bettered   the council s spokesperson said.  the reduction in indigenous film production in 2004 was due to a variety of factors  including the continuing long-term trend towards co-production of films in more than one country and changes to financing arrangements.  it was  too early  to predict whether the downward trend in uk production would continue throughout 2005  the uk film council said. in september the government introduced subsidies worth up to £4m per film for medium budget films  under new treasury measures. it is also due to announce a replacement for uk film tax relief scheme section 48 in july.,entertainment
785,ocean s twelve raids box office ocean s twelve  the crime caper sequel starring george clooney  brad pitt and julia roberts  has gone straight to number one in the us box office chart.  it took $40.8m (£21m) in weekend ticket sales  according to studio estimates. the sequel follows the master criminals as they try to pull off three major heists across europe. it knocked last week s number one  national treasure  into third place. wesley snipes  blade: trinity was in second  taking $16.1m (£8.4m). rounding out the top five was animated fable the polar express  starring tom hanks  and festive comedy christmas with the kranks.  ocean s twelve box office triumph marks the fourth-biggest opening for a december release in the us  after the three films in the lord of the rings trilogy. the sequel narrowly beat its 2001 predecessor  ocean s eleven which took $38.1m (£19.8m) on its opening weekend and $184m (£95.8m) in total. a remake of the 1960s film  starring frank sinatra and the rat pack  ocean s eleven was directed by oscar-winning director steven soderbergh. soderbergh returns to direct the hit sequel which reunites clooney  pitt and roberts with matt damon  andy garcia and elliott gould. catherine zeta-jones joins the all-star cast.  it s just a fun  good holiday movie   said dan fellman  president of distribution at warner bros. however  us critics were less complimentary about the $110m (£57.2m) project  with the los angeles times labelling it a  dispiriting vanity project . a milder review in the new york times dubbed the sequel  unabashedly trivial .,entertainment
786,ibm puts cash behind linux push ibm is spending $100m (£52m) over the next three years beefing up its commitment to linux software.  the cash injection will be used to help its customers use linux on every type of device from handheld computers and phones right up to powerful servers. ibm said the money will fund a variety of technical  research and marketing initiatives to boost linux use. ibm said it had taken the step in response to greater customer demand for the open source software.  in 2004 ibm said it had seen double digit growth in the number of customers using linux to help staff work together more closely. the money will be used to help this push towards greater collaboration and will add linux-based elements to ibm s workplace software. workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks. one of the main focuses of the initiative will be to make it easier to use linux-based desktop computers and mobile devices with workplace. even before ibm announced this latest spending boost it was one of the biggest advocates of the open source way of working. in 2001 it put $300m into a three-year linux program and has produced linux versions of many of its programs. linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs. they reason that more open scrutiny of software produces better programs and fuels innovation.,tech
787,video phones act as dating tools technologies  from e-mail  to net chatrooms  instant messaging and mobiles  have proved to be a big pull with those looking for love.  the lure once was that you could hide behind the technology  but now video phones are in on the act to add vision. hundreds have submitted a mobile video profile to win a place at the world s first video mobile dating event. the top 100 meet their match on 30 november at london s institute of contemporary arts (ica). the event  organised by the 3g network  3  could catch on as the trend for unusual dating events  like speed dating  continues.  it s the beginning of the end of the blind date as we know it   said graeme oxby  3 s marketing director. the response has been so promising that 3 says it is planning to launch a proper commercial dating service soon. hundreds of hopefuls submitted their profiles  and special booths were set up in a major london department store for two weeks where expert tips were given on how to visually improve their chances. the 100 most popular contestants voted by the public will gather at the ica in separate rooms and  meet  by phone.  dating services and other more adult match-making services are proving to be a strong stream of revenue worth millions for mobile companies. whether it does actually provide an interesting match for video phone technologies remains to be seen. flic everett  journalist and dating expert for company magazine and the daily express  thinks technology has been liberating for some nervous soul-mate seekers. there are currently about 1.3 million video phones in use in the uk and three times more single people in britain than there were 30 years ago  with more people buying video mobiles  3g dating could be the basis for a successful and safe way to meet people.   one of the problems with video phones is people don t really know what to video. it is a weird technology. we have not quite worked out what it is for. this gives it a focus and a useful one   she told bbc news.  i would never have thought online dating would take off the way it did   she said.  lots of people find it easier to be honest writing e-mail or text than face-to-face. lots people are quite shy and they feel vulnerable.   when you are writing  it comes directly onto the page so they tend to be more honest.  but the barrier that comes with sms chat and online match-making is that the person behind the profile may not be who they really are. scare stories have put people off as a result  according to ms everett. many physical clues  body language  odd twitches  are obviously missing with sms and online dating services. still images do not necessarily provide all those necessary cues.  it could really take off because you do get the whole package. with a static e-mail picture  you don t know who the person is behind it is.  so checking out a potential date by video phone also gives singletons a different kind of barrier  an extra layer of protection; a case of wlts before wltm.  if you are trapped in real-life blind date context  you can t get away and you feel embarrassed.  with a video meeting  you really have the barrier of the phone so if you don t like them you don t have to suffer the embarrassment.   there is a more serious side to this new use of technology though. with money being made through more adult-themes content and services which let people meet and chat  the revenue streams for mobile carriers will grow with 3g  thinks paolo pescatore mobile industry specialist for analysts idc.  wireless is a medium that is being exploited with a number of features and services. one is chatting and the dating element is key there   he said.  the foundation has been set by sms and companies are using media like mms and video to grow the market further.  but carriers need to be wary and ensure that if they do launch such 3g dating services  they ensure mechanism are in place to monitor and be aware who is registers and accesses these services on regular basis  he cautioned. in july  vodafone introduced a content control system to protect children from such adult content. the move was as a result of a code of practice agreed by the uk s six largest mobile phone operators in january. the system means vodafone users need to prove they are over 18 before firewalls are lifted on explicit websites or chat rooms dealing with adult themes. the impetus was the growing number of people with handsets that could access the net  and the growth of 3g technologies.,tech
788,drink remark  acts as diversion  the first minister s statement that it was okay to get drunk  once in a while  has diverted attention from the real issues  it has been claimed.  jack law  chief executive of alcohol focus scotland  said jack mcconnell s comment was  ill-advised . the media attention had helped to move the focus from scotland s binge drinking problems  mr law said. scotsman journalist hamish macdonell said he believed the bigger picture had been  obscured  by the remark. mr mcconnell was speaking on monday to more than 100 secondary pupils from schools in the highlands about the problems of binge drinking and drink promotions.  the one-sentence comment was immediately criticised by the scottish national party which accused him of encouraging young people to get drunk. but the scottish executive has insisted mr mcconnell was speaking about adults and his comments were  a recognition that people will get drunk . mr macdonell  political editor of the scotsman  said:  i think we have to say right at the outset that this was a very stupid and ill-advised remark by the first minister.  if you come out with something like this  saying that by all means get drunk  then you will be pilloried for it.  however  he added that  perhaps mr mcconnell could feel rightly aggrieved about the coverage .  mr macdonell said:  i think the problem here is that he did say a lot more things about binge drinking and under age drinking.  but that whole side of things has been lost in the furore over one sentence. i understand why  but i think there is a much bigger message here that has been obscured.  mr law  from voluntary body alcohol focus scotland  believed damage had been done to scotland s fight against binge drinking. he said he accepted that young people drank and they did have problems with drink. mr law added:  i think the remark was ill-advised - but these remarks are blown out of all proportion and they so easily misrepresent what we are trying to do in scotland.   we don t want to preach to young people  but we need to acknowledge that they do drink problematically.  this diverts us from the real issues which are about promoting responsibility and reducing harm and indeed tackling our drinking culture which is a culture about binge drinking and drunkenness.  he said it was vital that young people were properly informed about the risks incurred to themselves and others when they got drunk. mr macdonell said that the first minister should know by now that if he said things which were  off the mark   they were bound to  come back and bite him . he added:  here  mr mcconnell was talking in the highlands to 100 teenagers and every word he said was put out on a webcast by the scottish executive and then looked at by other politicians and reporters.  i think in this instance he has done a lot of really good things and he will be regretting this remark.   the scottish national party s holyrood leader nicola sturgeon wrote to mr mcconnell on tuesday accusing him of an error of judgement and calling for him to apologise for his  ill-judged comment  and withdraw it immediately. in a furious response  the first minister said his comments had been distorted and taken out of context. he told ms sturgeon:  it is disappointing that you have contributed to this distortion by saying it is staggering that i  should encourage young people to get drunk .  that is completely untrue. perhaps it would have been wiser for you to find out what was actually said before you rushed to represent my position  undermine the convener of education at highland council and insult the intelligence of the young people i spoke with - all for the sake of a simple soundbite.,politics
789,sky takes over oscar night mantle sky has signed a major new deal to broadcast this year s academy awards  taking over from three years of live oscar coverage on the bbc.  sky said it was  honoured to have won exclusive broadcasting rights  and promised to cover the event  in a way no other broadcaster could . the bbc denied it had lost a bidding war  saying it had  decided to pass the mantle to another broadcaster . the ceremony  hosted by newcomer chris rock  takes place on 27 february 2005.  sky s coverage will launch with the nominations on 25 january and will include themed programming across sky channels including sky news  sky travel and the biography channel. there will also be a month-long season of oscar-winning films on sky movies in the run up to the event and live uninterrupted coverage on the night.  we are honoured to have won the live and exclusive broadcasting rights for the academy awards   said sky networks  sophie turner laing.  sky is the natural place to see the biggest and most prestigious film event of the year  and will cover the event in a way that no other broadcaster could.   sky first scooped oscar rights from the bbc in 1999  but the bbc won them back in 2001 when sky was forced to pull out of a bidding war due to financial constraints.  bbc viewers will of course be able to watch quality coverage of the 2005 academy awards on the bbc s bulletins and news programmes   a spokesman said. among the films tipped to do well at this year s academy awards are martin scorsese s the aviator  jean-pierre jeunet s a very long engagement and the ray charles biopic  ray.,entertainment
790,abortion not a poll issue - blair tony blair does not believe abortion should be an election issue  arguing it is a matter for individual conscience.  the prime minister s spokesman set out mr blair s view after the top catholic in england and wales backed michael howard s stance on abortions. the tory leader supports a reduction in the legal limit from 24 weeks to 20 and has said current rules are  tantamount to abortion on demand . the prime minister has made it clear he has no plans to the change the law.  mr blair s spokesman said:  the catholic church has a well-known position on this issue and it was one of many issues the cardinal mentioned and therefore it should be seen in that context.  his words came as cardinal cormac murphy o connor  the archbishop of westminster  backed mr howard s stance and distanced himself from labour. in a statement  he said abortion was a  very key issue   saying:  the policy supported by mr howard is one that we would commend  on the way to a full abandonment of abortion.   cardinal o connor claimed labour had  developed  the notion that it was the natural party of catholics  but he said:  we are not going to suggest people support one particular party.  the family planning association says a reduction would particularly affect young women who often seek help later. more than 180 000 women in england and wales had terminations last year  of which fewer than 1% were carried out between 22 and 24 weeks.  in the cosmopolitan interview mr howard said:  i believe abortion should be available to everyone  but the law should be changed.  in the past i voted for a restriction to 22 weeks and i would be prepared to go down to 20.  all three main parties say the issue is one for each mp s conscience  rather than one where there is a party-wide policy. mr howard stressed his views were his personal views. shadow home secretary david davis said he understood mr howard had been signalling that a conservative government would allow a commons vote on the issue. mr blair and liberal democrat leader charles kennedy also gave their views during interviews  conducted as part of the magazine s  high heeled vote  campaign.  mr blair  who last year denied he planned to join his wife and four children in the catholic faith despite regularly taking communion  said abortion was a  difficult issue .  however much i dislike the idea of abortion  you should not criminalise a woman who  in very difficult circumstances  makes that choice.  obviously there is a time beyond which you can t have an abortion  and we have no plans to change that although the debate will continue.  mr kennedy said he had previously voted for a 22-week limit but medical advances mean  i don t know what i would do now . the roman catholic archbishop of cardiff  the most reverend peter smith  told bbc radio 4 s today programme that the church merely wanted people to  reflect on issues in light of the gospel  before voting. anne weyman  chief executive of the family planning association  asked:  what is the benefit to women  or to the potential child  of forcing a woman to have a baby   anti-abortion group the pro-life alliance  congratulated  mr howard on his new stance  but said it did not go far enough.,politics
791,costin aims for comeback in 2006 jamie costin should be paralysed.  he says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the olympic stadium in athens for the 50k walk. there is an ironic chuckle as he talks of his immediate thoughts after a lorry  driving on the wrong side of the road  had ploughed into his rental car.  i was in a lot of pain and i guessed that one of my toes was broken   says the waterford man.  but i was thinking maybe with a cortisone injection you never know.  in my back  it felt as though all the muscles had been ripped off my pelvis but i was thinking maybe we could do something with laser therapy and ultra sound and hopefully i d be able to race.  it took over 10 hours before jamie knew with certainty that he would not be competing in his second olympics.  my back had been broken in two places and with one of my vertebrae  the bottom part had exploded so i m fierce lucky not be paralysed.  i d fractured my big toe as well which was on the brake.  jamie didn t finally arrive at hospital in athens until some nine and a half hours after the accident.   for the first nine hours  i had no pain killers which was ridiculous in 35 degrees heat.  but once i got the scans and saw them it was a case of moving on and thinking: ok  i ve got a different set of circumstances now .  within three days he was arriving back in ireland by air ambulance. doctors in athens had wanted to operate on jamie s back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about.  the greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae.  that would have fused all my lower back and i would never have been able to race again. they were really putting a lot of pressure on me to agree to the surgery.  but when i got to the mater in dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me. the people at the mater have been absolutely fantastic.  jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.  he then progressed to crutches for six weeks until he was finally able to walk unaided on 10 january.  walking without the crutches seemed like something finally really measurable in terms of my recovery.  physio sessions with johnston mcevoy in limerick have been a vital part of his recovery.  johnston uses an advanced type of acupuncture and it s very effective.  needles get put right close up to my spine. a two and a half inch needle went in yesterday and i m fairly incapacitated today as a result.  jamie has also travelled to receive treatment at the polish training centre in spala where he has trained with triple olympic champion robert korzeniowski over the past five years.  i was there for over a fortnight earlier this month and underwent a fair extreme treatment called cryotherapy.  basically  there s a small room which is cooled by liquid nitrogen to minus 160 degrees centigrade and it promotes deep healing.   jamie heads to poland again on sunday where he will be having daily cryotherapy in addition to twice-daily physio sessions and pool-work. all these sessions are small steps on the way to what jamie hopes will be a return to racing in 2006.  it s all about trying to get mobility in my back. lying down for three and a half months didn t really help with the strength.  there s a lot of work involved in my recovery. i m doing about six hours a day between physio and pool work.  i m also going to the gym to lift very light weights to try and build up my muscles. i m fairly full on with everything i do.  i d hope to be training regularly by march. but training is just part of the process of getting back.  at the moment  every time i go and do a big bit of movement  my whole pelvic area all down my lower back just tightens up.  it s a case of waiting and seeing how it reacts. hopefully  after four or five months my back won t tighten up as much.,sport
792,us duo in first spam conviction a brother and sister in the us have been convicted of sending hundreds of thousands of unsolicited e-mail messages to aol subscribers.  it is the first criminal prosecution of internet spam distributors. jurors in virginia recommended that the man  jeremy jaynes  serve nine years in prison and that his sister  jessica degroot  be fined $7 500. they were convicted under a state law that bars the sending of bulk e-mails using fake addresses.  they will be formally sentenced next year. a third defendant  richard rutkowski  was acquitted. prosecutors said jaynes was  a snake oil salesman in a new format   using the internet to peddle useless wares  news agency associated press reported. a  fed-ex refund processor  was supposed to allow people to earn $75 an hour working from home. another item on sale was an  internet history eraser . his sister helped him process credit card payments. jaynes amassed a fortune of $24m from his sales  prosecutors said.  he s been successful ripping people off all these years   ap quoted prosecutor russell mcguire as saying. jaynes was also found guilty of breaking a state law which prohibits the sending of more than 100 000 e-mails in 30 days  virginia state attorney general jerry kilgore reportedly said. prosecutors had asked for 15 years in jail for jaynes  and a jail term for his sister. but jaynes  lawyer david oblon called the nine-year recommended term  outrageous  and said his client believed he was innocent. he pointed out that all three of the accused lived in north carolina and were unaware of the virginia state law. spam messages are estimated to account for at least 60% of all e-mails sent.,tech
793,friends fear  with lost mobiles people are becoming so dependent on their mobile phones that one in three are concerned that losing their phone would mean they lose their friends.  more than 50% of mobile owners reported they had had their phone stolen or lost in the last three years. more than half (54%) of those asked in a poll for mobile firm intervoice said that they do not have another address book. a fifth rely entirely on mobiles. about 80% of uk adults own at least one mobile  according to official figures. it is estimated that 53% of over 65s own a mobile  according to intervoice  but the figures are higher for those aged between 15 and 34.  most 15 to 24-year-olds (94%)  and 25 to 34-year-olds (92%)  own at least one. nineteen percent of mobile owners were more concerned about how long it would take to find their contacts  information again if the phone was lost  stolen or replaced.  the survey showed that extent to which people have become reliant on their phones as address book. many mobile owners do not bother to make back-ups of their contact details  and with people changing their phones once a year on average  it becomes a problem. they also are becoming less likely to remember numbers by heart  relying on the mobile phone book instead.  we re a nation of lazy so-and-sos   david noone from intervoice said.  we put the numbers in our phones so we can call a friend at the touch of just one or two buttons and we certainly can t be bothered to write them down in an old fashioned address book.  the mobile phone plays such a key role in modern relationships; take the phone away and the way we manage these relationships falls apart.  one in three women  the survey said  thought if they lost their phones  it would mean they would lose touch with people altogether. most (62%) said they had no idea what their partner s number was. mr noone said it should be up to mobile operators to provide back-up services on the network itself  instead of relying on mobile owners to find ways themselves.  generally  information from sim cards can be backed up on physical memory cards  or can be copied onto computers via cables if the phone is a smartphone model with the right software. sim back-up devices can be bought from phone shops for just a few pounds.  but some operators offer customers free web-based back-up services too. orange told the bbc news website that those with orange smartphones could use the my phone syncing service which means back-ups of address books and other data are created online. for non-smartphone users  a memory mate card could be used to back up data on the phone. o2 also offers a free  web-based syncing service which works over gprs and gsm. neither vodafone or t-mobile currently offer a free network service for back-ups  but encourage people to use sim back-up devices. it is thought that about 10 000 phones are lost or stolen every month and 50% of total street crime involves a mobile. mobile phone sales are expected to continue growing over the next year. globally  more than 167 million mobile phones were sold in the third quarter of 2004  26% more than the previous year  according to analysts. it is predicted that there will be two billion handsets in use worldwide by the end of 2005.,tech
794,halo fans  hope for sequel xbox video game halo 2 has been released in the us on 9 november  with a uk release two days later. why is the game among the most anticipated of all time   halo is considered by many video game pundits to be one of the finest examples of interactive entertainment ever produced and more than 1.5 million people worldwide have pre-ordered the sequel. a science fiction epic  halo centred the action on a human cyborg  controlled by the player  who had to save his crew from an alien horde after a crash landing on a strange and exotic world contained on the interior surface of a giant ring in space. remembrance of things past it was not - but as a slice of schlock science fiction inspired by works such as larry niven s ringworld and the film starship troopers  it fit the bill perfectly. halo stood out from a crowd of similar titles - it was graphically impressive  had tremendous audio  using dolby digital  a decent storyline  instant playability and impressive physics.  but what marked halo as a classic were the thousands of details which brought a feeling of polish and the enormously-high production values not usually associated with video gaming.  produced by bungie software  renowned for their innovation in gaming  it caused a stir among the gaming fraternity when the developer was bought by microsoft and became an xbox exclusive. claude errera  editor of fansite halo.bungie.org  said:  bungie got everything right. they were really careful to make sure everything worked the way it was supposed to.  nothing distracts you when you were playing. there was nothing in halo that had not been done before but everything in there was as good as it could be.  he added:  graphically it was superior to everything else out there.   it also had a depth to it that made it stand out.  halo was unusually immersive  sucking the player into the action and blurring the interface between screen and controller. it also capitalised on the growing popularity of lan gaming in the pc world - for the first time it became easy to link multiple game consoles together  allowing up to 16 players to battle against each other at the same time.  the game instantly cultivated an online following  which continues today with a score of halo fan websites following every aspect of the sequel  halo 2. errera spends three to fours hours a day of his own time maintaining the hugely popular website  which attracts 600 000 page views a day from halo fans eager for the latest news.  when the xbox launched on november 15 2001 in the us  halo was one of the launch titles and had an immediate impact on critics and consumers.  halo is the most important launch game for any console ever   wrote the influential edge magazine in its review  giving it a rare 10 out of 10 mark. the game had its critics and while it is not a one-off original as a game  it brought many original touches and flourishes to the genre which have defined all other first person shooters since.  the first time i played it i just stood there watching the spent shells fall out of my gun   said errera  remarking on the level of detail in the game.  the game also inspired thousands of people to write their own fiction based on the storyline and produce downloadable video clips of the many weird and wonderful things that can be done in the game.  it blew me away the first time someone managed to climb to the top of halo   said errera  referring to a fan who had created a video of master chief scaling the landscape of the graphical world. video clips of the more outrageous stunts that are possible thanks to the game s amazing physics engine are incredibly popular and some have attained a cult following. speculation about the sequel has seen every titbit analysed and poured over with all the intent of a forensic scientist examining a body. when early screenshots of the game were released some people wrote essay-length articles highlighting everything from the texture of graphics to clues about the story line. errera said expectations of the sequel among fans were sky high.  it does not feel like a game release any more. somebody told me this was the biggest single release of any product in microsoft s history.  we re all just hoping that bungie has got it right again.   halo 2 is out on 9 november in the us and 11 november in the uk,tech
795,teenager tait picked for england newcastle s teenage centre mathew tait has been named as a centre in england s team to face wales in the six nations opener in cardiff on saturday.  the 18-year-old will play alongside falcons  team-mate jamie noon in england s midfield. scrum-half matt dawson is also recalled  despite been left out of the initial squad after a row over clashing tv and training commitments. bath lock danny grewcock will also start  pending a possible citing. england coach andy robinson has also awarded gloucester flanker andy hazell his first six nations start. in another change to the side that lost to australia in november  leicester lock ben kay replaces bath second row steve borthwick. robinson was already without jonny wilkinson  mike tindall  stuart abbott  richard hill and will greenwood  while mike catt had been left out of england s squad.  j robinson (sale sharks  capt); m cueto (sale sharks)  m tait (newcastle)  j noon (newcastle)  j lewsey (wasps); c hodgson (sale sharks)  m dawson (wasps); g rowntree (leicester)  s thompson (northampton)  j white (leicester)  d grewcock (bath)  b kay (leicester)  l moody (leicester)  a hazell (gloucester)  j worsley (wasps). replacements: a titterrell (sale sharks)  p vickery (gloucester)  s borthwick (bath)  j forrester (gloucester)  h ellis (leicester)  o barkley (bath)  b cohen (northampton).,sport
796,digital guru floats sub-$100 pc nicholas negroponte  chairman and founder of mit s media labs  says he is developing a laptop pc that will go on sale for less than $100 (£53).  he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be   very important to the development of not just that child but now the whole family  village and neighbourhood . he said the child could use the laptop like a text book. he described the device as a stripped down laptop  which would run a linux-based operating system   we have to get the display down to below $20  to do this we need to rear project the image rather than using an ordinary flat panel.   the second trick is to get rid of the fat   if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory.  the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture  though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital  now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine  where children were given laptop computers to take home and do their work on.  while the idea was popular amongst the children  it initially received some resistance from the teachers and there were problems with laptops getting broken. however  mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops.  we put in 25 laptops three years ago   only one has been broken  the kids cherish these things  it s also a tv a telephone and a games machine  not just a textbook.  mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious.  nokia make 200 million cell phones a year  so for us to claim we re going to make 200 million laptops is a big number  but we re not talking about doing it in three or five years  we re talking about months.  he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order.  in china they spend $17 per child per year on textbooks. that s for five or six years  so if we can distribute and sell laptops in quantities of one million or more to ministries of education that s cheaper and the marketing overheads go away.,tech
797,microsoft releases bumper patches microsoft has warned pc users to update their systems with the latest security fixes for flaws in windows programs.  in its monthly security bulletin  it flagged up eight  critical  security holes which could leave pcs open to attack if left unpatched. the number of holes considered  critical  is more than usual. they affect windows programs  including internet explorer (ie)  media player and instant messaging. four other important fixes were also released. these were considered to be less critical  however. if not updated  either automatically or manually  pc users running the programs could be vulnerable to viruses or other malicious attacks designed to exploit the holes. many of the flaws could be used by virus writers to take over computers remotely  install programs  change  and delete or see data.  one of the critical patches microsoft has made available is an important one that fixes some ie flaws. stephen toulouse  a microsoft security manager  said the flaws were known about  and although the firm had not seen any attacks exploiting the flaw  he did not rule them out. often  when a critical flaw is announced  spates of viruses follow because home users and businesses leave the flaw unpatched. a further patch fixes a hole in media player  windows messenger and msn messenger which an attacker could use to take control of unprotected machines through .png files. microsoft announces any vulnerabilities in its software every month. the most important ones are those which are classed as  critical . its latest releases came the week that the company announced it was to buy security software maker sybari software as part of microsoft s plans to make its own security programs.,tech
